OrderID,City,Zone,Timestamp,TimeBlock,DemandIndex,FuelPrice,TrafficIndex,Distance_km,Price,Cost,Profit,PredictedPrice,PredictedProfit
BANG2631,Bangalore,East,31-08-2025 17:38,Afternoon,87,106.72,0.52,9.33,151.73,146.66,5.07,151.69,5.05
BANG2632,Bangalore,West,31-08-2025 11:11,Morning,45,106.54,0.74,13.75,206.69,190.77,15.92,206.76,15.95
BANG2633,Bangalore,South,30-08-2025 05:02,Night,54,106.61,0.75,12.68,188.71,180.1,8.61,188.77,8.67
BANG2634,Bangalore,Central,02-09-2025 18:37,Evening,85,106.61,0.58,5.78,134.82,111.1,23.72,134.88,23.66
BANG2635,Bangalore,South,01-09-2025 12:09,Afternoon,89,106.72,0.6,11.78,182.87,171.16,11.71,182.88,11.73
BANG2636,Bangalore,Central,01-09-2025 19:58,Evening,72,106.59,0.64,3.98,111.37,93.1,18.27,111.4,18.24
BANG2637,Bangalore,West,31-08-2025 02:46,Night,89,106.78,0.89,14.61,221.54,199.49,22.05,221.62,21.98
BANG2638,Bangalore,South,02-09-2025 07:46,Morning,53,106.68,0.6,3.25,103.01,85.84,17.17,102.98,17.18
BANG2639,Bangalore,West,01-09-2025 05:00,Night,58,106.58,0.9,10.04,166.68,153.69,12.99,166.59,13.08
BANG2640,Bangalore,North,31-08-2025 15:50,Afternoon,60,106.63,0.7,14.99,210.6,203.22,7.38,210.55,7.4
BANG2641,Bangalore,South,01-09-2025 10:13,Morning,49,106.63,0.98,5.74,132.63,110.72,21.91,132.6,21.85
BANG2642,Bangalore,South,30-08-2025 12:37,Afternoon,76,106.71,0.88,8.15,140.67,134.85,5.82,140.63,5.9
BANG2643,Bangalore,East,01-09-2025 22:04,Night,86,106.71,0.85,10.26,162.7,155.95,6.75,162.6,6.68
BANG2644,Bangalore,North,31-08-2025 15:52,Afternoon,84,106.74,0.58,9.48,168.47,148.17,20.3,168.5,20.36
BANG2645,Bangalore,South,01-09-2025 10:31,Morning,71,106.65,0.56,3.85,98.14,91.82,6.32,98.11,6.38
BANG2646,Bangalore,South,01-09-2025 01:25,Night,41,106.71,0.93,12.94,204.78,182.76,22.02,204.8,21.97
BANG2647,Bangalore,North,30-08-2025 16:09,Afternoon,73,106.63,0.56,8.66,153.36,139.92,13.44,153.41,13.49
BANG2648,Bangalore,Central,02-09-2025 07:02,Morning,78,106.72,0.52,5.64,115.67,109.76,5.91,115.62,5.92
BANG2649,Bangalore,Central,30-08-2025 10:12,Morning,72,106.62,0.61,5.01,116.35,103.41,12.94,116.29,13.03
BANG2650,Bangalore,Central,02-09-2025 09:28,Morning,53,106.55,0.54,11.47,175.06,167.98,7.08,175.14,7.01
BANG2651,Bangalore,Central,01-09-2025 22:08,Night,45,106.6,0.6,8.25,152.14,135.8,16.34,152.23,16.32
BANG2652,Bangalore,South,02-09-2025 22:47,Night,81,106.72,0.98,10.41,176.4,157.46,18.94,176.35,18.9
BANG2653,Bangalore,West,30-08-2025 19:40,Evening,70,106.6,0.56,9.69,168.86,150.2,18.66,168.82,18.6
BANG2654,Bangalore,South,30-08-2025 15:23,Afternoon,70,106.74,0.98,10.69,174.94,160.27,14.67,174.89,14.71
BANG2655,Bangalore,South,02-09-2025 12:48,Afternoon,67,106.77,0.89,4.76,114.06,100.98,13.08,114.05,13.03
BANG2656,Bangalore,East,02-09-2025 18:09,Evening,47,106.51,0.58,6.79,131.75,121.16,10.59,131.7,10.51
BANG2657,Bangalore,South,01-09-2025 22:51,Night,58,106.59,0.5,7.47,141.08,128.0,13.08,141.01,13.02
BANG2658,Bangalore,East,01-09-2025 15:43,Afternoon,45,106.78,0.63,4.05,102.87,93.89,8.98,102.89,8.94
BANG2659,Bangalore,West,31-08-2025 11:25,Morning,45,106.78,0.99,14.85,218.96,201.89,17.07,218.96,17.04
BANG2660,Bangalore,North,30-08-2025 07:43,Morning,73,106.62,0.6,5.07,114.25,104.01,10.24,114.18,10.16
BANG2661,Bangalore,Central,31-08-2025 16:16,Afternoon,56,106.57,0.93,4.81,120.81,101.38,19.43,120.73,19.48
BANG2662,Bangalore,Central,02-09-2025 14:59,Afternoon,56,106.64,0.98,12.21,195.96,175.42,20.54,195.99,20.63
BANG2663,Bangalore,Central,30-08-2025 20:34,Evening,62,106.54,0.75,8.56,161.0,138.87,22.13,160.96,22.15
BANG2664,Bangalore,Central,01-09-2025 01:05,Night,56,106.53,0.85,5.99,123.92,113.16,10.76,123.97,10.68
BANG2665,Bangalore,South,31-08-2025 16:00,Afternoon,69,106.54,0.6,10.37,181.56,156.97,24.59,181.61,24.59
BANG2666,Bangalore,West,31-08-2025 00:22,Night,86,106.77,0.91,8.68,159.81,140.18,19.63,159.73,19.56
BANG2667,Bangalore,East,01-09-2025 03:37,Night,78,106.72,0.84,12.45,186.92,177.86,9.06,186.92,9.08
BANG2668,Bangalore,Central,30-08-2025 14:12,Afternoon,54,106.52,0.94,9.66,174.1,149.86,24.24,174.07,24.25
BANG2669,Bangalore,East,01-09-2025 03:47,Night,64,106.74,0.82,3.06,100.59,83.97,16.62,100.55,16.54
BANG2670,Bangalore,South,02-09-2025 21:48,Evening,66,106.66,1.0,4.32,107.31,96.53,10.78,107.37,10.86
BANG2671,Bangalore,West,02-09-2025 04:16,Night,86,106.8,0.56,14.91,216.29,202.5,13.79,216.3,13.79
BANG2672,Bangalore,West,31-08-2025 04:00,Night,64,106.56,0.69,5.05,121.68,103.78,17.9,121.63,17.91
BANG2673,Bangalore,West,01-09-2025 18:18,Evening,60,106.5,0.51,5.36,123.5,106.85,16.65,123.5,16.55
BANG2674,Bangalore,West,31-08-2025 19:57,Evening,81,106.69,0.88,10.75,180.12,160.84,19.28,180.18,19.3
BANG2675,Bangalore,West,31-08-2025 00:24,Night,77,106.64,0.72,11.9,183.27,172.32,10.95,183.17,10.9
BANG2676,Bangalore,East,31-08-2025 15:49,Afternoon,46,106.74,0.86,5.91,125.83,112.47,13.36,125.79,13.35
BANG2677,Bangalore,North,31-08-2025 15:06,Afternoon,83,106.56,0.83,11.3,178.89,166.28,12.61,178.98,12.61
BANG2678,Bangalore,North,01-09-2025 03:41,Night,42,106.68,0.87,8.39,148.42,137.24,11.18,148.39,11.14
BANG2679,Bangalore,East,02-09-2025 06:24,Morning,53,106.52,0.59,14.17,208.57,194.96,13.61,208.58,13.66
BANG2680,Bangalore,East,01-09-2025 10:55,Morning,58,106.58,0.67,13.27,208.11,185.99,22.12,208.19,22.07
BANG2681,Bangalore,East,31-08-2025 01:17,Night,69,106.73,0.67,10.44,176.61,157.76,18.85,176.51,18.85
BANG2682,Bangalore,Central,01-09-2025 01:16,Night,89,106.72,0.86,5.89,123.76,112.26,11.5,123.76,11.42
BANG2683,Bangalore,South,31-08-2025 07:38,Morning,54,106.6,0.8,12.85,205.6,181.8,23.8,205.6,23.8
BANG2684,Bangalore,South,30-08-2025 03:38,Night,40,106.71,0.79,10.5,182.52,158.35,24.17,182.5,24.08
BANG2685,Bangalore,North,30-08-2025 04:52,Night,89,106.59,0.84,4.91,126.91,102.4,24.51,126.98,24.41
BANG2686,Bangalore,North,01-09-2025 20:07,Evening,55,106.52,0.73,11.19,178.17,165.16,13.01,178.15,13.09
BANG2687,Bangalore,East,01-09-2025 17:53,Afternoon,82,106.58,0.63,9.38,172.09,147.09,25.0,172.05,25.01
BANG2688,Bangalore,East,02-09-2025 04:52,Night,87,106.63,0.78,13.57,203.09,189.02,14.07,203.06,14.08
BANG2689,Bangalore,West,01-09-2025 10:13,Morning,85,106.74,0.69,5.02,128.05,103.57,24.48,128.01,24.4
BANG2690,Bangalore,East,01-09-2025 04:50,Night,70,106.63,0.68,6.36,123.04,116.92,6.12,123.14,6.16
BANG2691,Bangalore,Central,01-09-2025 05:23,Night,63,106.79,0.85,14.43,212.33,197.7,14.63,212.39,14.71
BANG2692,Bangalore,East,01-09-2025 10:57,Morning,48,106.59,0.8,7.93,142.42,132.6,9.82,142.33,9.78
BANG2693,Bangalore,West,02-09-2025 05:16,Night,52,106.58,0.8,10.01,177.07,153.39,23.68,177.08,23.76
BANG2694,Bangalore,West,01-09-2025 11:22,Morning,51,106.59,0.84,7.51,134.42,128.39,6.03,134.5,6.03
BANG2695,Bangalore,South,30-08-2025 23:31,Night,64,106.72,0.86,9.71,169.24,150.46,18.78,169.23,18.74
BANG2696,Bangalore,Central,30-08-2025 21:39,Evening,76,106.6,0.87,8.72,160.12,140.5,19.62,160.09,19.68
BANG2697,Bangalore,West,30-08-2025 12:12,Afternoon,71,106.63,0.77,7.63,150.38,129.62,20.76,150.44,20.74
BANG2698,Bangalore,East,30-08-2025 17:45,Afternoon,60,106.54,0.57,3.12,106.81,84.47,22.34,106.84,22.36
BANG2699,Bangalore,Central,01-09-2025 00:53,Night,79,106.59,0.71,5.35,118.26,106.8,11.46,118.23,11.36
BANG2700,Bangalore,West,02-09-2025 20:44,Evening,78,106.55,0.81,11.31,172.63,166.38,6.25,172.72,6.3
BANG2701,Bangalore,West,02-09-2025 23:22,Night,82,106.72,0.95,11.47,174.98,168.06,6.92,175.04,7.01
BANG2702,Bangalore,Central,01-09-2025 22:06,Night,58,106.74,0.88,7.18,142.1,125.17,16.93,142.17,16.83
BANG2703,Bangalore,East,31-08-2025 03:36,Night,76,106.51,0.99,5.19,123.22,105.16,18.06,123.19,18.12
BANG2704,Bangalore,Central,30-08-2025 13:38,Afternoon,77,106.59,0.95,10.6,164.53,159.3,5.23,164.45,5.3
BANG2705,Bangalore,South,30-08-2025 03:07,Night,85,106.79,0.98,9.8,161.89,151.4,10.49,161.85,10.51
BANG2706,Bangalore,South,31-08-2025 04:05,Night,72,106.69,0.94,3.93,113.32,92.65,20.67,113.27,20.73
BANG2707,Bangalore,West,30-08-2025 03:30,Night,48,106.79,0.68,3.32,109.41,86.6,22.81,109.48,22.84
BANG2708,Bangalore,North,31-08-2025 01:07,Night,44,106.7,0.84,9.4,167.27,147.35,19.92,167.32,19.82
BANG2709,Bangalore,North,30-08-2025 21:17,Evening,72,106.79,0.52,7.56,151.87,129.0,22.87,151.8,22.94
BANG2710,Bangalore,Central,31-08-2025 16:48,Afternoon,49,106.68,0.79,5.93,133.97,112.64,21.33,134.03,21.23
BANG2711,Bangalore,South,30-08-2025 18:25,Evening,83,106.67,0.65,7.5,134.7,128.34,6.36,134.64,6.43
BANG2712,Bangalore,Central,02-09-2025 20:07,Evening,63,106.8,0.82,10.32,178.99,156.6,22.39,178.96,22.46
BANG2713,Bangalore,East,01-09-2025 12:27,Afternoon,46,106.74,0.88,4.74,125.11,100.77,24.34,125.05,24.4
BANG2714,Bangalore,South,31-08-2025 17:42,Afternoon,41,106.58,0.73,13.55,207.79,188.79,19.0,207.86,18.96
BANG2715,Bangalore,Central,01-09-2025 20:02,Evening,86,106.61,0.53,8.01,139.61,133.4,6.21,139.62,6.28
BANG2716,Bangalore,West,02-09-2025 12:41,Afternoon,43,106.51,0.96,3.12,99.47,84.46,15.01,99.46,15.1
BANG2717,Bangalore,East,02-09-2025 23:05,Night,85,106.69,0.74,5.72,122.57,110.54,12.03,122.5,12.08
BANG2718,Bangalore,East,02-09-2025 01:44,Night,51,106.64,0.63,4.01,114.49,93.42,21.07,114.53,21.05
BANG2719,Bangalore,North,31-08-2025 05:57,Night,42,106.75,0.99,9.2,163.75,145.38,18.37,163.68,18.28
BANG2720,Bangalore,Central,30-08-2025 04:03,Night,83,106.75,0.91,14.17,208.4,195.08,13.32,208.35,13.34
BANG2721,Bangalore,West,02-09-2025 14:29,Afternoon,61,106.74,0.68,9.47,168.06,148.07,19.99,168.06,20.02
BANG2722,Bangalore,North,31-08-2025 18:26,Evening,51,106.53,0.51,14.66,212.36,199.86,12.5,212.32,12.4
BANG2723,Bangalore,West,01-09-2025 05:05,Night,85,106.6,0.77,4.98,122.18,103.1,19.08,122.26,19.05
BANG2724,Bangalore,East,31-08-2025 00:56,Night,75,106.8,0.8,6.79,134.05,121.3,12.75,134.01,12.71
BANG2725,Bangalore,East,02-09-2025 14:11,Afternoon,76,106.56,0.61,3.88,98.78,92.08,6.7,98.82,6.77
BANG2726,Bangalore,East,02-09-2025 20:51,Evening,75,106.79,0.51,13.5,210.61,188.4,22.21,210.55,22.14
BANG2727,Bangalore,North,02-09-2025 18:29,Evening,53,106.58,0.55,4.07,112.44,93.99,18.45,112.34,18.37
BANG2728,Bangalore,North,01-09-2025 13:36,Afternoon,51,106.69,0.53,11.31,176.71,166.44,10.27,176.62,10.31
BANG2729,Bangalore,Central,01-09-2025 00:23,Night,42,106.68,0.9,7.96,141.79,132.94,8.85,141.88,8.82
BANG2730,Bangalore,East,02-09-2025 06:34,Morning,81,106.67,0.99,10.94,171.32,162.73,8.59,171.32,8.53
BANG2731,Bangalore,North,31-08-2025 10:07,Morning,54,106.59,0.7,12.33,185.7,176.6,9.1,185.65,9.03
BANG2732,Bangalore,Central,31-08-2025 01:26,Night,62,106.59,0.75,8.0,153.53,133.3,20.23,153.5,20.23
BANG2733,Bangalore,North,01-09-2025 23:15,Night,47,106.72,0.61,3.69,107.99,90.26,17.73,107.96,17.71
BANG2734,Bangalore,South,30-08-2025 06:50,Morning,66,106.61,0.69,4.93,114.36,102.6,11.76,114.32,11.7
BANG2735,Bangalore,Central,01-09-2025 05:26,Night,73,106.76,0.76,14.54,213.11,198.78,14.33,213.08,14.36
BANG2736,Bangalore,Central,30-08-2025 19:01,Evening,66,106.64,0.53,12.41,192.36,177.42,14.94,192.28,14.96
BANG2737,Bangalore,Central,31-08-2025 06:33,Morning,51,106.6,0.5,10.24,169.52,155.7,13.82,169.56,13.9
BANG2738,Bangalore,Central,01-09-2025 20:09,Evening,81,106.79,0.82,5.42,115.68,107.6,8.08,115.64,8.1
BANG2739,Bangalore,Central,31-08-2025 04:05,Night,42,106.62,0.8,4.47,117.84,98.01,19.83,117.8,19.81
BANG2740,Bangalore,West,31-08-2025 03:51,Night,52,106.62,0.77,5.91,129.73,112.41,17.32,129.73,17.37
BANG2741,Bangalore,Central,30-08-2025 16:27,Afternoon,89,106.74,0.72,3.3,101.49,86.37,15.12,101.49,15.12
BANG2742,Bangalore,East,01-09-2025 10:19,Morning,44,106.59,0.9,6.68,141.99,120.1,21.89,142.06,21.94
BANG2743,Bangalore,East,01-09-2025 16:48,Afternoon,61,106.53,0.63,13.59,194.83,189.17,5.66,194.9,5.67
BANG2744,Bangalore,Central,01-09-2025 20:38,Evening,60,106.8,0.7,4.0,107.61,93.4,14.21,107.62,14.28
BANG2745,Bangalore,South,01-09-2025 04:47,Night,61,106.5,0.66,5.56,121.62,108.85,12.77,121.63,12.8
BANG2746,Bangalore,South,01-09-2025 04:31,Night,53,106.54,0.97,9.71,166.86,150.37,16.49,166.77,16.5
BANG2747,Bangalore,South,31-08-2025 07:13,Morning,49,106.78,0.61,14.99,212.7,203.29,9.41,212.7,9.47
BANG2748,Bangalore,West,31-08-2025 00:50,Night,78,106.54,0.76,11.38,182.46,167.07,15.39,182.49,15.44
BANG2749,Bangalore,West,31-08-2025 13:30,Afternoon,77,106.61,0.74,6.47,127.18,118.0,9.18,127.11,9.26
BANG2750,Bangalore,Central,31-08-2025 13:10,Afternoon,68,106.62,0.72,12.96,190.99,182.91,8.08,190.99,8.15
BANG2751,Bangalore,Central,01-09-2025 06:08,Morning,42,106.72,0.72,13.94,209.08,192.76,16.32,209.07,16.38
BANG2752,Bangalore,East,01-09-2025 22:05,Night,84,106.6,0.58,10.41,176.29,157.4,18.89,176.25,18.91
BANG2753,Bangalore,Central,31-08-2025 20:47,Evening,80,106.72,0.73,8.11,159.23,134.46,24.77,159.24,24.72
BANG2754,Bangalore,Central,02-09-2025 18:39,Evening,81,106.79,0.59,13.04,205.89,183.8,22.09,205.89,22.04
BANG2755,Bangalore,South,31-08-2025 07:38,Morning,62,106.67,0.71,14.27,219.02,196.04,22.98,219.09,22.95
BANG2756,Bangalore,North,02-09-2025 19:15,Evening,79,106.73,0.92,5.04,117.4,103.76,13.64,117.33,13.64
BANG2757,Bangalore,North,30-08-2025 16:47,Afternoon,86,106.52,0.69,14.4,216.7,197.26,19.44,216.76,19.45
BANG2758,Bangalore,South,30-08-2025 17:16,Afternoon,52,106.78,0.91,7.09,130.85,124.29,6.56,130.93,6.55
BANG2759,Bangalore,West,02-09-2025 06:32,Morning,88,106.66,0.88,9.32,168.45,146.53,21.92,168.37,21.96
BANG2760,Bangalore,South,31-08-2025 17:39,Afternoon,88,106.7,0.53,8.93,153.81,142.65,11.16,153.9,11.18
BANG2761,Bangalore,North,01-09-2025 03:30,Night,57,106.76,0.81,14.83,214.27,201.68,12.59,214.22,12.61
BANG2762,Bangalore,North,31-08-2025 03:13,Night,67,106.66,0.68,12.92,202.01,182.53,19.48,201.94,19.38
BANG2763,Bangalore,West,30-08-2025 12:20,Afternoon,60,106.75,0.6,8.5,153.65,138.38,15.27,153.57,15.35
BANG2764,Bangalore,South,30-08-2025 06:23,Morning,82,106.6,0.75,7.31,145.01,126.4,18.61,145.03,18.61
BANG2765,Bangalore,South,31-08-2025 07:56,Morning,80,106.71,0.72,7.83,138.78,131.66,7.12,138.81,7.08
BANG2766,Bangalore,South,30-08-2025 17:22,Afternoon,77,106.54,0.52,8.86,159.84,141.87,17.97,159.92,18.01
BANG2767,Bangalore,West,02-09-2025 02:30,Night,50,106.74,0.68,6.66,125.58,119.97,5.61,125.68,5.55
BANG2768,Bangalore,East,30-08-2025 13:38,Afternoon,56,106.73,0.6,9.78,169.66,151.16,18.5,169.72,18.42
BANG2769,Bangalore,East,30-08-2025 19:55,Evening,69,106.55,0.67,3.5,106.61,88.28,18.33,106.64,18.34
BANG2770,Bangalore,West,31-08-2025 10:59,Morning,40,106.56,0.6,10.59,181.23,159.18,22.05,181.32,21.99
BANG2771,Bangalore,East,01-09-2025 22:23,Night,68,106.61,0.77,7.37,135.76,127.0,8.76,135.67,8.83
BANG2772,Bangalore,North,02-09-2025 16:23,Afternoon,73,106.75,0.62,5.2,119.06,105.38,13.68,119.03,13.7
BANG2773,Bangalore,Central,01-09-2025 02:11,Night,61,106.55,0.84,3.54,113.45,88.68,24.77,113.52,24.85
BANG2774,Bangalore,South,31-08-2025 18:19,Evening,59,106.73,0.65,6.37,129.41,117.06,12.35,129.33,12.34
BANG2775,Bangalore,Central,30-08-2025 04:56,Night,83,106.63,0.82,7.25,131.76,125.82,5.94,131.69,5.87
BANG2776,Bangalore,Central,01-09-2025 13:17,Afternoon,88,106.68,0.67,3.83,98.82,91.64,7.18,98.87,7.09
BANG2777,Bangalore,South,31-08-2025 06:58,Morning,78,106.63,0.54,4.95,111.48,102.82,8.66,111.51,8.68
BANG2778,Bangalore,West,01-09-2025 03:05,Night,81,106.67,0.67,6.41,138.78,117.44,21.34,138.81,21.25
BANG2779,Bangalore,West,31-08-2025 16:46,Afternoon,74,106.71,0.87,5.26,126.42,105.95,20.47,126.48,20.56
BANG2780,Bangalore,North,02-09-2025 04:46,Night,70,106.67,0.7,6.83,138.11,121.64,16.47,138.18,16.44
BANG2781,Bangalore,North,01-09-2025 12:28,Afternoon,70,106.79,0.54,10.48,171.83,158.2,13.63,171.85,13.66
BANG2782,Bangalore,South,30-08-2025 23:26,Night,88,106.78,0.7,12.04,182.78,173.79,8.99,182.71,8.9
BANG2783,Bangalore,East,31-08-2025 10:32,Morning,53,106.63,0.5,11.92,187.7,172.52,15.18,187.77,15.18
BANG2784,Bangalore,North,01-09-2025 20:05,Evening,45,106.58,0.93,5.79,128.24,111.19,17.05,128.34,17.09
BANG2785,Bangalore,South,30-08-2025 03:29,Night,86,106.55,0.97,8.8,150.02,141.28,8.74,150.0,8.76
BANG2786,Bangalore,South,01-09-2025 13:50,Afternoon,78,106.52,0.88,11.84,190.29,171.66,18.63,190.26,18.61
BANG2787,Bangalore,Central,02-09-2025 17:39,Afternoon,89,106.75,0.99,12.04,194.56,173.77,20.79,194.65,20.81
BANG2788,Bangalore,West,30-08-2025 04:31,Night,73,106.59,0.59,7.97,143.4,133.0,10.4,143.31,10.44
BANG2789,Bangalore,East,01-09-2025 08:00,Morning,61,106.66,0.6,11.69,180.05,170.23,9.82,179.98,9.76
BANG2790,Bangalore,East,01-09-2025 12:56,Afternoon,58,106.76,0.9,6.73,136.95,120.68,16.27,136.92,16.37
BANG2791,Bangalore,West,01-09-2025 04:28,Night,83,106.65,0.81,10.68,166.74,160.12,6.62,166.74,6.64
BANG2792,Bangalore,Central,02-09-2025 01:49,Night,56,106.5,0.94,14.6,207.67,199.25,8.42,207.76,8.39
BANG2793,Bangalore,Central,02-09-2025 05:59,Night,74,106.55,0.88,3.53,105.83,88.57,17.26,105.79,17.24
BANG2794,Bangalore,West,01-09-2025 03:08,Night,89,106.8,0.63,10.61,174.33,159.5,14.83,174.38,14.75
BANG2795,Bangalore,West,01-09-2025 06:23,Morning,56,106.51,0.72,14.08,202.4,194.06,8.34,202.32,8.36
BANG2796,Bangalore,East,01-09-2025 11:27,Morning,68,106.67,0.6,9.62,173.01,149.54,23.47,172.99,23.54
BANG2797,Bangalore,East,02-09-2025 19:32,Evening,89,106.75,0.52,3.35,102.03,86.88,15.15,102.09,15.12
BANG2798,Bangalore,North,01-09-2025 03:00,Night,42,106.52,0.56,7.25,145.68,125.76,19.92,145.74,19.9
BANG2799,Bangalore,East,02-09-2025 05:03,Night,68,106.59,0.65,10.92,175.03,162.5,12.53,175.08,12.49
BANG2800,Bangalore,West,01-09-2025 07:40,Morning,48,106.53,0.83,4.28,108.57,96.06,12.51,108.55,12.56
BANG2801,Bangalore,East,31-08-2025 00:28,Night,48,106.56,0.59,11.86,182.89,171.88,11.01,182.97,10.95
BANG2802,Bangalore,North,31-08-2025 01:23,Night,79,106.51,0.59,13.78,209.71,191.05,18.66,209.76,18.68
BANG2803,Bangalore,North,30-08-2025 08:10,Morning,83,106.8,0.83,6.51,130.49,118.5,11.99,130.46,11.95
BANG2804,Bangalore,Central,02-09-2025 21:25,Evening,86,106.73,0.59,5.78,125.26,111.16,14.1,125.27,14.19
BANG2805,Bangalore,East,01-09-2025 06:26,Morning,74,106.72,0.55,14.4,211.87,197.36,14.51,211.92,14.51
BANG2806,Bangalore,South,02-09-2025 21:25,Evening,70,106.72,0.91,5.62,129.65,109.56,20.09,129.73,20.12
BANG2807,Bangalore,Central,31-08-2025 05:47,Night,66,106.58,0.83,3.19,104.85,85.19,19.66,104.75,19.57
BANG2808,Bangalore,West,01-09-2025 22:48,Night,77,106.76,0.72,10.36,168.61,156.98,11.63,168.53,11.71
BANG2809,Bangalore,North,31-08-2025 05:56,Night,77,106.7,0.61,3.68,104.02,90.15,13.87,103.93,13.95
BANG2810,Bangalore,North,31-08-2025 06:15,Morning,84,106.7,0.97,8.42,152.44,137.55,14.89,152.48,14.79
BANG2811,Bangalore,West,31-08-2025 09:03,Morning,40,106.62,0.72,7.03,136.75,123.61,13.14,136.8,13.2
BANG2812,Bangalore,East,02-09-2025 18:02,Evening,65,106.62,0.79,7.56,138.16,128.91,9.25,138.18,9.34
BANG2813,Bangalore,South,31-08-2025 15:51,Afternoon,42,106.55,0.86,10.44,163.34,157.67,5.67,163.43,5.66
BANG2814,Bangalore,East,30-08-2025 13:14,Afternoon,70,106.66,0.99,8.61,152.83,139.43,13.4,152.76,13.48
BANG2815,Bangalore,East,30-08-2025 13:26,Afternoon,67,106.62,0.58,14.97,221.78,203.01,18.77,221.81,18.84
BANG2816,Bangalore,East,31-08-2025 20:51,Evening,82,106.59,0.52,6.57,125.49,119.0,6.49,125.4,6.42
BANG2817,Bangalore,North,02-09-2025 03:18,Night,47,106.56,0.56,13.78,201.14,191.08,10.06,201.13,10.03
BANG2818,Bangalore,East,02-09-2025 00:13,Night,49,106.59,0.95,10.91,168.57,162.39,6.18,168.61,6.25
BANG2819,Bangalore,West,01-09-2025 00:51,Night,74,106.54,0.85,13.55,198.69,188.77,9.92,198.59,9.9
BANG2820,Bangalore,East,31-08-2025 12:36,Afternoon,61,106.57,0.87,9.08,165.26,144.08,21.18,165.24,21.24
BANG2821,Bangalore,Central,02-09-2025 11:35,Morning,70,106.76,0.71,4.77,121.36,101.08,20.28,121.36,20.32
BANG2822,Bangalore,West,30-08-2025 09:57,Morning,75,106.62,0.94,7.87,141.77,132.01,9.76,141.86,9.86
BANG2823,Bangalore,Central,01-09-2025 02:28,Night,78,106.59,0.68,10.08,165.06,154.1,10.96,165.1,10.95
BANG2824,Bangalore,South,30-08-2025 05:36,Night,44,106.53,0.87,12.29,190.76,176.16,14.6,190.71,14.59
BANG2825,Bangalore,Central,30-08-2025 13:53,Afternoon,80,106.74,0.71,14.33,215.7,196.67,19.03,215.63,18.99
BANG2826,Bangalore,North,02-09-2025 10:19,Morning,55,106.58,0.8,6.41,133.76,117.39,16.37,133.74,16.34
BANG2827,Bangalore,South,01-09-2025 19:32,Evening,78,106.54,0.9,14.01,210.94,193.37,17.57,210.89,17.65
BANG2828,Bangalore,North,30-08-2025 05:27,Night,73,106.79,0.68,14.91,220.14,202.5,17.64,220.08,17.63
BANG2829,Bangalore,North,01-09-2025 07:09,Morning,71,106.67,0.94,8.89,147.99,142.24,5.75,148.02,5.74
BANG2830,Bangalore,West,01-09-2025 22:35,Night,50,106.62,0.51,14.68,219.97,200.11,19.86,220.0,19.79
BANG2831,Bangalore,South,02-09-2025 05:47,Night,53,106.62,0.89,4.7,112.37,100.31,12.06,112.32,12.07
BANG2832,Bangalore,West,30-08-2025 01:18,Night,56,106.76,0.71,10.41,167.8,157.48,10.32,167.7,10.28
BANG2833,Bangalore,South,02-09-2025 10:19,Morning,78,106.67,0.73,10.77,169.83,161.04,8.79,169.8,8.81
BANG2834,Bangalore,East,01-09-2025 18:50,Evening,88,106.67,0.97,13.64,200.3,189.74,10.56,200.29,10.52
BANG2835,Bangalore,East,01-09-2025 08:46,Morning,89,106.59,0.65,7.9,148.11,132.3,15.81,148.05,15.84
BANG2836,Bangalore,Central,01-09-2025 16:28,Afternoon,53,106.56,0.83,10.04,163.98,153.68,10.3,163.97,10.31
BANG2837,Bangalore,North,31-08-2025 03:29,Night,42,106.72,0.79,14.47,209.61,198.06,11.55,209.53,11.56
BANG2838,Bangalore,West,30-08-2025 05:17,Night,58,106.75,0.86,10.55,175.5,158.88,16.62,175.57,16.62
BANG2839,Bangalore,South,01-09-2025 16:15,Afternoon,48,106.74,0.7,11.11,176.99,164.47,12.52,176.98,12.51
BANG2840,Bangalore,East,01-09-2025 14:22,Afternoon,69,106.8,0.58,9.16,167.65,145.0,22.65,167.67,22.74
BANG2841,Bangalore,Central,31-08-2025 11:30,Morning,81,106.56,0.76,13.34,195.95,186.68,9.27,195.98,9.21
BANG2842,Bangalore,Central,30-08-2025 15:48,Afternoon,86,106.62,0.5,9.04,152.52,143.71,8.81,152.55,8.76
BANG2843,Bangalore,East,30-08-2025 02:53,Night,58,106.63,0.95,4.29,111.52,96.22,15.3,111.43,15.36
BANG2844,Bangalore,Central,30-08-2025 23:15,Night,41,106.51,0.82,10.57,183.53,158.96,24.57,183.53,24.66
BANG2845,Bangalore,West,31-08-2025 21:02,Evening,44,106.72,0.72,9.17,153.42,145.06,8.36,153.51,8.29
BANG2846,Bangalore,East,31-08-2025 05:35,Night,59,106.64,0.9,10.51,181.38,158.42,22.96,181.33,22.9
BANG2847,Bangalore,East,30-08-2025 03:44,Night,43,106.77,0.96,9.7,162.47,150.38,12.09,162.51,12.17
BANG2848,Bangalore,East,30-08-2025 16:24,Afternoon,51,106.53,0.53,5.76,122.74,110.86,11.88,122.76,11.94
BANG2849,Bangalore,West,30-08-2025 08:54,Morning,75,106.73,0.8,10.16,171.59,154.96,16.63,171.57,16.58
